item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path
28303,Appropriate Bereavement Practice After the Death of a Native American Child,145707,Cacciatore Native American Child Death FIS.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126837,34375,2015-03-23 20:50:20.796496+00:00,filestore/c7/b3/08/c7b30852b0233e95fb3693dd28fd31a3,c7b30852b0233e95fb3693dd28fd31a3,application/pdf,Cacciatore Native American Child Death FIS.pdf,321683,/attachments/145707/content/Cacciatore%20Native%20American%20Child%20Death%20FIS.pdf,file,document,c7/b3/08/c7b30852b0233e95fb3693dd28fd31a3
28304,ATTEND: Toward a Mindfulness- Based Bereavement Care Model,145708,ATTEND in DS.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126838,1535,2015-03-23 20:51:09.628315+00:00,filestore/6e/85/85/6e8585122bad608c43936d33193f4b00,6e8585122bad608c43936d33193f4b00,application/pdf,ATTEND in DS.pdf,133909,/attachments/145708/content/ATTEND%20in%20DS.pdf,file,document,6e/85/85/6e8585122bad608c43936d33193f4b00
28305,Mediating Grief: Postmortem Ritualization After Child Death,145709,Mediating grief.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126839,306,2015-03-23 20:52:01.337601+00:00,filestore/43/38/8f/43388ff69ea5dd5b2f2b48d4d752e59b,43388ff69ea5dd5b2f2b48d4d752e59b,application/pdf,Mediating grief.pdf,118934,/attachments/145709/content/Mediating%20grief.pdf,file,document,43/38/8f/43388ff69ea5dd5b2f2b48d4d752e59b
28306,Stillbirth and the Couple: A Gender-Based Exploration,145710,The Couple and Stillbirth.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126840,461,2015-03-23 20:52:42.454602+00:00,filestore/fe/9a/d7/fe9ad7fa161c1cf3265c8fc088d9d7fd,fe9ad7fa161c1cf3265c8fc088d9d7fd,application/pdf,The Couple and Stillbirth.pdf,246360,/attachments/145710/content/The%20Couple%20and%20Stillbirth.pdf,file,document,fe/9a/d7/fe9ad7fa161c1cf3265c8fc088d9d7fd
28307,When a baby dies: Boundary ambiguity and stillbirth,145711,Boundary ambiguity and the death of a baby.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126841,1684,2015-03-23 20:53:45.730110+00:00,filestore/8d/02/01/8d02015d58b20a48d4fdacc6e1ec14fc,8d02015d58b20a48d4fdacc6e1ec14fc,application/pdf,Boundary ambiguity and the death of a baby.pdf,382544,/attachments/145711/content/Boundary%20ambiguity%20and%20the%20death%20of%20a%20baby.pdf,file,document,8d/02/01/8d02015d58b20a48d4fdacc6e1ec14fc
28309,A PARENT’S TEARS: PRIMARY RESULTS FROM THE TRAUMATIC EXPERIENCES AND RESILIENCY STUDY,145712,Traumatic Experiences and Resiliency Study.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126842,579,2015-03-23 20:55:56.013372+00:00,filestore/58/4a/b7/584ab78de05b0a9fd24d10588a3b9304,584ab78de05b0a9fd24d10588a3b9304,application/pdf,Traumatic Experiences and Resiliency Study.pdf,125414,/attachments/145712/content/Traumatic%20Experiences%20and%20Resiliency%20Study.pdf,file,document,58/4a/b7/584ab78de05b0a9fd24d10588a3b9304
28310,Effects of Support Groups on Post Traumatic Stress Resposes in Women Experiencing Stillbirth,145713,Final article.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126843,456,2015-03-23 20:56:30.754949+00:00,filestore/8d/85/da/8d85da3e132e7d4557b963ae399acc62,8d85da3e132e7d4557b963ae399acc62,application/pdf,Final article.pdf,148068,/attachments/145713/content/Final%20article.pdf,file,document,8d/85/da/8d85da3e132e7d4557b963ae399acc62
28311,THROUGH THE TOUCH OF GOD: CHILD DEATH AND SPIRITUAL SUSTENANCE IN A HUTTERIAN COLONY,145714,OM64-3A.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126844,1287,2015-03-23 20:57:06.650885+00:00,filestore/80/df/0b/80df0b52a22e6e2712f3523a566cbe0c,80df0b52a22e6e2712f3523a566cbe0c,application/pdf,OM64-3A.pdf,508546,/attachments/145714/content/OM64-3A.pdf,file,document,80/df/0b/80df0b52a22e6e2712f3523a566cbe0c
28312,Effects of Contact with Stillborn Babies on Maternal Anxiety and Depression,145715,Final version November 2009.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126845,516,2015-03-23 20:57:46.252242+00:00,filestore/1a/81/1a/1a811aa12fdc3dbf00a46187ce08ae9c,1a811aa12fdc3dbf00a46187ce08ae9c,application/pdf,Final version November 2009.pdf,95093,/attachments/145715/content/Final%20version%20November%202009.pdf,file,document,1a/81/1a/1a811aa12fdc3dbf00a46187ce08ae9c
28313,Fatherhood and suffering: A qualitative exploration of Swedish men’s experiences of care after the death of a baby,145716,Fatherhood & Suffering.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126846,305,2015-03-23 20:58:41.891987+00:00,filestore/48/dc/9a/48dc9ab06d2f7155235014bf69322c30,48dc9ab06d2f7155235014bf69322c30,application/pdf,Fatherhood & Suffering.pdf,227045,/attachments/145716/content/Fatherhood%20&%20Suffering.pdf,file,document,48/dc/9a/48dc9ab06d2f7155235014bf69322c30
28315,The effects of social support on maternal anxiety and depression after stillbirth,145717,Article Final version Feb 09.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126848,1016,2015-03-23 21:00:04.446884+00:00,filestore/bc/76/b9/bc76b9f77351a132ed07246532cf572c,bc76b9f77351a132ed07246532cf572c,application/pdf,Article Final version Feb 09.pdf,137184,/attachments/145717/content/Article%20Final%20version%20Feb%2009.pdf,file,document,bc/76/b9/bc76b9f77351a132ed07246532cf572c
28316,Psychological effects of stillbirth,145718,SFNM559.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126849,703,2015-03-23 21:00:41.939836+00:00,filestore/be/b5/a5/beb5a5bd368e18046a8e210d35bb57df,beb5a5bd368e18046a8e210d35bb57df,application/pdf,SFNM559.pdf,378247,/attachments/145718/content/SFNM559.pdf,file,document,be/b5/a5/beb5a5bd368e18046a8e210d35bb57df
28317,The Unique Experiences of Women and Their Families After the Death of a Baby,145719,Cacciatore Unique Struggles Stillbirth.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126850,778,2015-03-23 21:02:03.152169+00:00,filestore/0c/0f/eb/0c0febdc70635f9fda3582267d84ddfc,0c0febdc70635f9fda3582267d84ddfc,application/pdf,Cacciatore Unique Struggles Stillbirth.pdf,165335,/attachments/145719/content/Cacciatore%20Unique%20Struggles%20Stillbirth.pdf,file,document,0c/0f/eb/0c0febdc70635f9fda3582267d84ddfc
28319,Braving Human Suffering: Death Education and its Relationship to Empathy and Mindfulness,145720,Braving Human Suffering Cacciatore Thieleman Killian.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126855,959,2015-03-23 21:04:49.382431+00:00,filestore/0f/97/e3/0f97e335fc7d3c3ce0138f00b66b3d9c,0f97e335fc7d3c3ce0138f00b66b3d9c,application/pdf,Braving Human Suffering Cacciatore Thieleman Killian.pdf,195672,/attachments/145720/content/Braving%20Human%20Suffering%20Cacciatore%20Thieleman%20Killian.pdf,file,document,0f/97/e3/0f97e335fc7d3c3ce0138f00b66b3d9c
28320,Of the Soul and Suffering: Mindfulness- Based Interventions and Bereavement,145721,Mindfulness Case Study Cacciatore_Thieleman_Osborn_Orlowski.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126856,2535,2015-03-23 21:05:46.188501+00:00,filestore/79/30/63/793063b2a9cb56ef85d46f2253334a44,793063b2a9cb56ef85d46f2253334a44,application/pdf,Mindfulness Case Study Cacciatore_Thieleman_Osborn_Orlowski.pdf,767327,/attachments/145721/content/Mindfulness%20Case%20Study%20Cacciatore_Thieleman_Osborn_Orlowski.pdf,file,document,79/30/63/793063b2a9cb56ef85d46f2253334a44
28322,"A Systematic Review of the Peer-Reviewed Literature on Self-Blame, Guilt, and Shame",145722,"Self blame, shame, and guilt in bereaved parents.pdf",,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126857,2956,2015-03-23 21:07:06.460151+00:00,filestore/89/a0/e1/89a0e1b0b50b00d10489ce9b2231ec1c,89a0e1b0b50b00d10489ce9b2231ec1c,application/pdf,"Self blame, shame, and guilt in bereaved parents.pdf",176585,"/attachments/145722/content/Self%20blame,%20shame,%20and%20guilt%20in%20bereaved%20parents.pdf",file,document,89/a0/e1/89a0e1b0b50b00d10489ce9b2231ec1c
28324,Seeing and holding a stillborn baby: Mothers’ feelings in relation to how their babies were presented to them after birth—Findings from an online questionnaire,145726,erlandsson_2012.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126858,843,2015-03-23 21:08:05.929192+00:00,filestore/d7/56/ff/d756ffbe0111f51ef129fdf57419385a,d756ffbe0111f51ef129fdf57419385a,application/pdf,erlandsson_2012.pdf,192396,/attachments/145726/content/erlandsson_2012.pdf,file,document,d7/56/ff/d756ffbe0111f51ef129fdf57419385a
28325,Meeting the needs of parents after a stillbirth or neonatal death,145727,bjo13009.pdf;jsessionid=E09B0D80436E4C3ED7885BF97B26FD5E.f01t04.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126859,409,2015-03-23 21:13:00.466328+00:00,filestore/9f/17/09/9f170994314e4ac15cbe08d6a01b0c41,9f170994314e4ac15cbe08d6a01b0c41,application/pdf,bjo13009.pdf;jsessionid=E09B0D80436E4C3ED7885BF97B26FD5E.f01t04.pdf,73512,/attachments/145727/content/bjo13009.pdf;jsessionid=E09B0D80436E4C3ED7885BF97B26FD5E.f01t04.pdf,file,document,9f/17/09/9f170994314e4ac15cbe08d6a01b0c41
28326,Child Death in the United States: Productivity and the Economic Burden of Parental Grief,145728,UDST_A_820230.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126860,1301,2015-03-23 21:14:07.269911+00:00,filestore/63/b7/c4/63b7c4eeab5ed37961dde9366d1f0d0a,63b7c4eeab5ed37961dde9366d1f0d0a,application/pdf,UDST_A_820230.pdf,119394,/attachments/145728/content/UDST_A_820230.pdf,file,document,63/b7/c4/63b7c4eeab5ed37961dde9366d1f0d0a
28328,Physical activity and depressive symptoms after stillbirth: informing future interventions,145729,Physical activity after baby death.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126862,384,2015-03-23 21:16:00.089456+00:00,filestore/fc/d0/2d/fcd02d8c15a3014950cb07e511e2b864,fcd02d8c15a3014950cb07e511e2b864,application/pdf,Physical activity after baby death.pdf,220995,/attachments/145729/content/Physical%20activity%20after%20baby%20death.pdf,file,document,fc/d0/2d/fcd02d8c15a3014950cb07e511e2b864
28329,"Support for mothers, fathers and families after perinatal death (Review)",145730,Cochrane Koopmans Wilson Cacciatore Flenady.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126863,1319,2015-03-23 21:17:06.556583+00:00,filestore/00/c2/0d/00c20df9b755c2219d9c3f0e9796936d,00c20df9b755c2219d9c3f0e9796936d,application/pdf,Cochrane Koopmans Wilson Cacciatore Flenady.pdf,331310,/attachments/145730/content/Cochrane%20Koopmans%20Wilson%20Cacciatore%20Flenady.pdf,file,document,00/c2/0d/00c20df9b755c2219d9c3f0e9796936d
28330,Prescribing of Psychiatric Medication to Bereaved Parents Following Perinatal/Neonatal Death: An Observational Study,145731,Meds TEARS.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126864,325,2015-03-23 21:17:41.202138+00:00,filestore/29/0c/55/290c55e49336fc76827b83a627004ec7,290c55e49336fc76827b83a627004ec7,application/pdf,Meds TEARS.pdf,234349,/attachments/145731/content/Meds%20TEARS.pdf,file,document,29/0c/55/290c55e49336fc76827b83a627004ec7
28331,Social Support in Family Reunification: A Qualitative Study,145732,Lietz Lacasse Cacciatore 2011 social support article.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126865,665,2015-03-23 21:18:24.200943+00:00,filestore/87/b5/50/87b5500c73e1e84d563b889824ffe97f,87b5500c73e1e84d563b889824ffe97f,application/pdf,Lietz Lacasse Cacciatore 2011 social support article.pdf,135564,/attachments/145732/content/Lietz%20Lacasse%20Cacciatore%202011%20social%20support%20article.pdf,file,document,87/b5/50/87b5500c73e1e84d563b889824ffe97f
28332,"When a baby dies: Motherhood, psychosocial care and negative affect",145733,When a Baby Dies- Psychosocial care and negative affect.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126866,971,2015-03-23 21:19:35.472855+00:00,filestore/9b/63/e2/9b63e2a0f640623dba9bd983b988eda5,9b63e2a0f640623dba9bd983b988eda5,application/pdf,When a Baby Dies- Psychosocial care and negative affect.pdf,232441,/attachments/145733/content/When%20a%20Baby%20Dies-%20Psychosocial%20care%20and%20negative%20affect.pdf,file,document,9b/63/e2/9b63e2a0f640623dba9bd983b988eda5
28333,“I'll Never Forget Those Cold Words as Long as I Live”: Parent Perceptions of Death Notification for Stillbirth,145734,Death notification.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126867,564,2015-03-23 21:20:15.112723+00:00,filestore/b5/d6/90/b5d690ba9168ec0f67bee4db9f07493f,b5d690ba9168ec0f67bee4db9f07493f,application/pdf,Death notification.pdf,144108,/attachments/145734/content/Death%20notification.pdf,file,document,b5/d6/90/b5d690ba9168ec0f67bee4db9f07493f
28334,Exploring the Increased Odds of Divorce Following Miscarriage or Stillbirth,145735,Final Loss and Divorce Odds.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126868,1109,2015-03-23 21:21:30.275141+00:00,filestore/5e/87/00/5e870014f4964e05b7267fcaf01cfdf7,5e870014f4964e05b7267fcaf01cfdf7,application/pdf,Final Loss and Divorce Odds.pdf,222313,/attachments/145735/content/Final%20Loss%20and%20Divorce%20Odds.pdf,file,document,5e/87/00/5e870014f4964e05b7267fcaf01cfdf7
28335,Witness to Suffering: Mindfulness and Compassion Fatigue among Traumatic Bereavement Volunteers and Professionals,145736,Witness to suffering final pdf.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126869,2058,2015-03-23 21:22:15.461629+00:00,filestore/9f/b9/9d/9fb99d5804fea2df7f4c15918942741b,9fb99d5804fea2df7f4c15918942741b,application/pdf,Witness to suffering final pdf.pdf,326438,/attachments/145736/content/Witness%20to%20suffering%20final%20pdf.pdf,file,document,9f/b9/9d/9fb99d5804fea2df7f4c15918942741b
28336,The DSM-5 and the Bereavement Exclusion: A Call for Critical Evaluation,145737,The DSM5 and the bereavement exclusion_Call for critical evaluation.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126870,1338,2015-03-23 21:22:46.577567+00:00,filestore/fe/70/2a/fe702abc80d15efa12c9cfc3343f0b8c,fe702abc80d15efa12c9cfc3343f0b8c,application/pdf,The DSM5 and the bereavement exclusion_Call for critical evaluation.pdf,98715,/attachments/145737/content/The%20DSM5%20and%20the%20bereavement%20exclusion_Call%20for%20critical%20evaluation.pdf,file,document,fe/70/2a/fe702abc80d15efa12c9cfc3343f0b8c
28337,When a Child Dies: A Critical Analysis of Grief-Related Controversies in DSM-5,145738,Thieleman_Cacciatore_When a Child Dies_published version copy.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126871,916,2015-03-23 21:23:28.709671+00:00,filestore/50/ba/a6/50baa6a6eff8bd4e2062c70e9d10bd91,50baa6a6eff8bd4e2062c70e9d10bd91,application/pdf,Thieleman_Cacciatore_When a Child Dies_published version copy.pdf,180559,/attachments/145738/content/Thieleman_Cacciatore_When%20a%20Child%20Dies_published%20version%20copy.pdf,file,document,50/ba/a6/50baa6a6eff8bd4e2062c70e9d10bd91
28339,COPING WITH THE ULTIMATE DEPRIVATION: NARRATIVE THEMES IN A PARENTAL BEREAVEMENT SUPPORT GROUP,145739,Final Umphrey and Cacciatore.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126873,1070,2015-03-23 21:24:46.820721+00:00,filestore/ba/f0/54/baf054412bab9769cf1a6b18674b030c,baf054412bab9769cf1a6b18674b030c,application/pdf,Final Umphrey and Cacciatore.pdf,494146,/attachments/145739/content/Final%20Umphrey%20and%20Cacciatore.pdf,file,document,ba/f0/54/baf054412bab9769cf1a6b18674b030c
28340,Love and Death: Relational Metaphors Following the Death of a Child,145740,Relational Metaphors Umphrey & Cacciatore.pdf,,,,,,,,,,,,,1,1,"{'notes': [], 'extent': [], 'type': [], 'description': [], 'title': [], 'contributor': [], 'citation': [], 'series': [], 'subject': [], 'identifier': [], 'language': []}",126874,973,2015-03-23 21:25:31.324846+00:00,filestore/09/60/61/096061cc4e49a2119755c1888d0f1260,096061cc4e49a2119755c1888d0f1260,application/pdf,Relational Metaphors Umphrey & Cacciatore.pdf,315136,/attachments/145740/content/Relational%20Metaphors%20Umphrey%20&%20Cacciatore.pdf,file,document,09/60/61/096061cc4e49a2119755c1888d0f1260
