,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
23,111096,"ROTC Building Occupation at ASU, April 23-25, 1969",111096,Who Were the Tempe Ten.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",82997,562,2013-08-06 21:40:22.227749+00:00,filestore/6f/68/cb/6f68cbcdfe54c0b9e8f81039dcd013a1,6f68cbcdfe54c0b9e8f81039dcd013a1,application/pdf,Who Were the Tempe Ten.pdf,120155,/attachments/111096/content/Who%20Were%20the%20Tempe%20Ten.pdf,file,document,6f/68/cb/6f68cbcdfe54c0b9e8f81039dcd013a1,18225,,82997,,,
24,135631,An Evaluation of Crowdsourcing and Participatory Archives Projects for Archival Description and Transcription,135631,Bibliography.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",114648,2778,2014-06-30 18:23:13.215897+00:00,filestore/ee/49/52/ee49524d527b81ad6afd0caf57adf267,ee49524d527b81ad6afd0caf57adf267,application/pdf,Bibliography.pdf,324757,/attachments/135631/content/Bibliography.pdf,file,document,ee/49/52/ee49524d527b81ad6afd0caf57adf267,25327,,114648,,,
25,184239,Lincoln Ragsdale's Emancipation Proclamation Radio Shows,184239,Intro_final.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",175077,140,2017-05-05 22:27:19.147480+00:00,filestore/4b/4c/b9/4b4cb9ce3a363910d073395fcef25f4a,4b4cb9ce3a363910d073395fcef25f4a,audio/mpeg,Intro_final.mp3,777592,/attachments/184239/content/Intro_final.mp3,file,audio,4b/4c/b9/4b4cb9ce3a363910d073395fcef25f4a,43601,,,,175077,
26,195357,Phoenix Annexation Workshop,195357,IHR_Humane_Cities_Phoenix_Annexation.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",188927,61,2018-03-14 18:30:22.786273+00:00,filestore/29/5b/a6/295ba613ada86807955b0ffbf52532b5,295ba613ada86807955b0ffbf52532b5,application/pdf,IHR_Humane_Cities_Phoenix_Annexation.pdf,381974,/attachments/195357/content/IHR_Humane_Cities_Phoenix_Annexation.pdf,file,document,29/5b/a6/295ba613ada86807955b0ffbf52532b5,46629,,188927,,,
27,212615,Selling Sunshine: ASU Solar Energy Research: 1951-1980,212615,2013_ASULibraries_SellingSunshine1.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",207184,6,2019-03-14 21:13:36.858800+00:00,filestore/17/41/c1/1741c116cc05ec8591045bb8c2e10590,1741c116cc05ec8591045bb8c2e10590,audio/mpeg,2013_ASULibraries_SellingSunshine1.mp3,49674999,/attachments/212615/content/2013_ASULibraries_SellingSunshine1.mp3,file,audio,17/41/c1/1741c116cc05ec8591045bb8c2e10590,19994,,,,207184,
28,92904,Normal Education: Arizona State University In 1912,92904,Building a future script.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",67495,477,2013-02-04 17:19:36.643327+00:00,filestore/42/86/80/4286801db1a645bcb2b6af1f61d4bfbd,4286801db1a645bcb2b6af1f61d4bfbd,application/pdf,Building a future script.pdf,38360,/attachments/92904/content/Building%20a%20future%20script.pdf,file,document,42/86/80/4286801db1a645bcb2b6af1f61d4bfbd,14182,,67495,,,
29,135632,An Evaluation of Crowdsourcing and Participatory Archives Projects for Archival Description and Transcription,135632,Known Projects Crowdsourcing and Participatory Archives.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",114649,3171,2014-06-30 18:23:26.013399+00:00,filestore/4d/d7/30/4dd7302311726426e86a24610cf59d2f,4dd7302311726426e86a24610cf59d2f,application/pdf,Known Projects Crowdsourcing and Participatory Archives.pdf,485949,/attachments/135632/content/Known%20Projects%20Crowdsourcing%20and%20Participatory%20Archives.pdf,file,document,4d/d7/30/4dd7302311726426e86a24610cf59d2f,25327,,114649,,,
30,184240,Lincoln Ragsdale's Emancipation Proclamation Radio Shows,184240,ASU-011_final_excerpt.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",175076,131,2017-05-05 22:27:19.075867+00:00,filestore/9f/18/9a/9f189af81b4278542a78ba051989eb30,9f189af81b4278542a78ba051989eb30,audio/mpeg,ASU-011_final_excerpt.mp3,2140139,/attachments/184240/content/ASU-011_final_excerpt.mp3,file,audio,9f/18/9a/9f189af81b4278542a78ba051989eb30,43601,,,,175076,
31,195661,Phoenix Annexation Workshop,195661,IHR_EOP.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",189268,94,2018-03-19 19:18:08.399964+00:00,filestore/81/e8/8d/81e88df0757aa31f4b00bc00983c661b,81e88df0757aa31f4b00bc00983c661b,application/pdf,IHR_EOP.pdf,5067686,/attachments/195661/content/IHR_EOP.pdf,file,document,81/e8/8d/81e88df0757aa31f4b00bc00983c661b,46629,,189268,,,
32,137984,An Evaluation of Crowdsourcing and Participatory Archives Projects for Archival Description and Transcription,137984,An Evaluation of Crowdsourcing and Participatory Archives Projects.pptx,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",117691,1148,2014-10-15 23:57:55.595356+00:00,filestore/db/be/87/dbbe87433cb8bffd37bcaa538bfb734e,dbbe87433cb8bffd37bcaa538bfb734e,application/vnd.ms-powerpoint,An Evaluation of Crowdsourcing and Participatory Archives Projects.pptx,3143376,/attachments/137984/content/An%20Evaluation%20of%20Crowdsourcing%20and%20Participatory%20Archives%20Projects.pptx,file,file,db/be/87/dbbe87433cb8bffd37bcaa538bfb734e,25327,,,,,117691
33,184241,Lincoln Ragsdale's Emancipation Proclamation Radio Shows,184241,ASU-007_final_excerpt.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",175075,128,2017-05-05 22:27:18.946566+00:00,filestore/5c/e8/4f/5ce84fdbe24ca961d3081375ebbf7de8,5ce84fdbe24ca961d3081375ebbf7de8,audio/mpeg,ASU-007_final_excerpt.mp3,991169,/attachments/184241/content/ASU-007_final_excerpt.mp3,file,audio,5c/e8/4f/5ce84fdbe24ca961d3081375ebbf7de8,43601,,,,175075,
34,195375,Phoenix Annexation Workshop,195375,Annexation Workshop.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",188947,158,2018-03-15 16:53:48.579081+00:00,filestore/8c/d9/22/8cd9225ede272f8e629c714c7dc67599,8cd9225ede272f8e629c714c7dc67599,audio/mpeg,Annexation Workshop.mp3,16792450,/attachments/195375/content/Annexation%20Workshop.mp3,file,audio,8c/d9/22/8cd9225ede272f8e629c714c7dc67599,46629,,,,188947,
35,184242,Lincoln Ragsdale's Emancipation Proclamation Radio Shows,184242,Lincoln Ragsdale Audio Transcriptions.pdf,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'subject': [], 'language': [], 'description': [], 'notes': [], 'contributor': [], 'series': [], 'extent': [], 'identifier': [], 'citation': []}",175073,102,2017-05-05 22:27:00.855081+00:00,filestore/da/63/74/da637445c7f1b992c460536db539901b,da637445c7f1b992c460536db539901b,application/pdf,Lincoln Ragsdale Audio Transcriptions.pdf,98460,/attachments/184242/content/Lincoln%20Ragsdale%20Audio%20Transcriptions.pdf,file,document,da/63/74/da637445c7f1b992c460536db539901b,43601,,175073,,,
