,Collection ID,Collection Title,Item Title,Item ID,Subjects,Personal Contributors,Institutional Contributors,Date Created,Description,Language,Identifiers,Series,Resource Types,Extent,Citation,Notes_x,Copyright,Reuse,Visibility,Embargo Date,System Created,System Updated,Attachment Count,System User,Collection Url,ID,Creator,Creator - No LOC,Contributor,Contributor - No LOC,Contributor.1,Contributor - No LOC.1,Title,Notes_y,Keyword 1,Topical Subject,Topical Subject.1,Topical Subject.2,Topical Subject.3,Geographic Subject,Type of scholarship,Unnamed: 17,Unnamed: 18,Topical Subjects,Authors,Contributors-Person
10,5,Mediterranean Landscape Dynamics Project,From Narratives to Algorithms: Extending Archaeological Explanation beyond Archaeology,15645,,"Barton, C. Michael (Author)",,2009,"The static, fragmentary archaeological record requires us to construct models of the human past. Traditionally, these have been narratives that make compelling stories but are difficult to evaluate. Recent advances in geospatial and agent-based modeling technology offers the potential to create quantitative models of human systems, but also challenge us to conceive of human societies in ways that can be expressed in algorithmic form. Besides making our own explanations more robust, integrating such quantitative modeling into archaeological practice can produce more useful accounts of human systems and their long-term dynamics for other disciplines and policy makers.|abstract",eng,,,Text,26 Pages,,"Invited Plenary Session paper presented at the 74th Annual Meeting of the Society for American Archaeology, Atlanta, GA.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 18:06:51.626545+00:00,2018-06-21 18:47:49.309102+00:00,1,,,15645.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,,,From Narratives to Algorithms: Extending Archaeological Explanation beyond Archaeology,,,Quantitative research|http://id.loc.gov/authorities/subjects/sh2007000909,Archaeology|http://id.loc.gov/authorities/subjects/sh85006507,,,,Faculty scholarship,,,Quantitative research|http://id.loc.gov/authorities/subjects/sh2007000909||Archaeology|http://id.loc.gov/authorities/subjects/sh85006507,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",
11,5,Mediterranean Landscape Dynamics Project,Neolithic Survivor: The Mediterranean Landscape Dynamics Project in the Classroom,15644,,"McGraw, Maggie (Author) || Swantek, Laura Anne (Author)",,2009,,eng,,,Text,25 Pages,,"Presentation for Geofest: Arizona Geographic Alliance. Mesa, Arizona.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 18:02:17.465035+00:00,2018-06-21 18:47:49.301446+00:00,1,,,15644.0,,"McGraw, Maggie",,"Swantek, Laura Anne",,,Neolithic Survivor: The Mediterranean Landscape Dynamics Project in the Classroom,,,Landscape ecology|http://id.loc.gov/authorities/subjects/sh90002545,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,,,Faculty scholarship,,,Landscape ecology|http://id.loc.gov/authorities/subjects/sh90002545||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049||Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,"McGraw, Maggie","Swantek, Laura Anne"
12,5,Mediterranean Landscape Dynamics Project,A Coupled ABM-GIS Model of Small-Scale Farming,15643,,"Bergin, Sean M. (Author) || Ullah, Isaac I. T. (Author) || Mayer, G. R. (Author)",,2009,,eng,,,Text,1 Page,,"Poster presented at the North American Association for Computational Social and Organizational Sciences Meeting in Tempe, AZ.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:47:42.446177+00:00,2018-06-21 18:47:49.292911+00:00,1,,,15643.0,,"Bergin, Sean M.","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531",,,"Mayer, Gary R.",A Coupled ABM-GIS Model of Small-Scale Farming,,,Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407,,,,,Faculty scholarship,,,Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407,"Bergin, Sean M.","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531||Mayer, Gary R."
13,5,Mediterranean Landscape Dynamics Project,"Land-Use, Water, and Mediterranean Landscapes: Modeling Long-Term Dynamics of Complex Socioecological Systems",15642,,"Barton, C. Michael (Author)",,2009,,eng,,,Text,29 Pages,,"Invited paper presented at Water and Society: Past, Present, and Future, conference jointly sponsored by the Royal Society and British Academy, London, November 9-10, 2009.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:26:48.484275+00:00,2018-06-21 18:47:49.285025+00:00,1,,,15642.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,,,"Land-Use, Water, and Mediterranean Landscapes: Modeling Long-Term Dynamics of Complex Socioecological Systems",,,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,,,,Faculty scholarship,,,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",
14,5,Mediterranean Landscape Dynamics Project,"Linking Science, Social Studies, and Sustainability through NSF Research on Mediterranean Landscapes: The Mediterranean Landscape Dynamics Project in Schools",15641,,"Swantek, Laura Anne (Author) || McGraw, Maggie (Author)",,2009,,eng,,,Text,38 Pages,,"Presentation for The National Science Teachers Association. Phoenix, Arizona.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:24:17.502181+00:00,2018-06-21 18:47:49.271700+00:00,1,,,15641.0,,"Swantek, Laura Anne",,"McGraw, Maggie",,,"Linking Science, Social Studies, and Sustainability through NSF Research on Mediterranean Landscapes: The Mediterranean Landscape Dynamics Project in Schools",Might have wrong author's name (Maggie McGraw) on Repository page. The names Gina Hupton and Monica Elser appear at the end of the document,,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,Land use|http://id.loc.gov/authorities/subjects/sh85074345,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049||Land use|http://id.loc.gov/authorities/subjects/sh85074345,"Swantek, Laura Anne","McGraw, Maggie"
15,5,Mediterranean Landscape Dynamics Project,Coupled Models for Coupled Systems: Land-Use and Landscape Dynamics in the Mediterranean,15640,,"Barton, C. Michael (Author) || Ullah, Isaac I. T. (Author) || Mayer, G. R. (Author) || Sarjoughian, H. S. (Author) || Bergin, Sean M. (Author) || Miller, Alexandra (Author) || Mitasova, H. (Author)",,2010,,eng,,,Text,39 Pages,,"Invited symposium paper presented to the Annual Meeting of the American Association of Geographers, Washington, DC.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:15:06.439599+00:00,2018-06-21 18:47:49.263262+00:00,1,,,15640.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,"Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531",,,"Mayer, Gary R.",Coupled Models for Coupled Systems: Land-Use and Landscape Dynamics in the Mediterranean,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Landscape assessment|http://id.loc.gov/authorities/subjects/sh85074407,,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345||Landscape assessment|http://id.loc.gov/authorities/subjects/sh85074407,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531||Mayer, Gary R."
16,5,Mediterranean Landscape Dynamics Project,"Coupling the Past, Present, and Future of Socio-Ecological Systems: the Mediterranean Landscape Dynamics Project",15639,,"Barton, C. Michael (Author)",,2010,,eng,,,Text,35 Pages,,"Invited paper presented at Frontiers in Research on Coupled Human and Natural Systems (CHANS): Current Progress and Future Opportunities, conference sponsored by the National Science Foundation, Washington, DC, April 15, 2010.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:07:49.786583+00:00,2018-06-21 18:47:49.253696+00:00,1,,,15639.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,,,"Coupling the Past, Present, and Future of Socio-Ecological Systems: the Mediterranean Landscape Dynamics Project",,,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,,,,Faculty scholarship,,,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",
17,5,Mediterranean Landscape Dynamics Project,Archaeology in the Classroom: Mediterranean Landscape Dynamics Educational Outreach,15638,,"Swantek, Laura Anne (Author)",,2010,,eng,,,Text,1 Page,,"Poster presented at the 75th Annual Meeting of the Society for American Archaeology, St. Louis, MO.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:04:58.358487+00:00,2018-06-21 18:47:49.242805+00:00,1,,,15638.0,,"Swantek, Laura Anne",,,,,Archaeology in the Classroom: Mediterranean Landscape Dynamics Educational Outreach,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Land use|http://id.loc.gov/authorities/subjects/sh85074345||Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Neolithic period|http://id.loc.gov/authorities/subjects/sh85090768,"Swantek, Laura Anne",
18,5,Mediterranean Landscape Dynamics Project,Coupled ABM-GIS Modeling of Agro-Pastoral Systems in Eastern Spain,15637,,"Bergin, Sean M. (Author) || Ullah, Isaac I. T. (Author) || Barton, C. Michael (Author) || Mayer, G. R. (Author) || Sarjoughian, H. S. (Author)",,2010,,eng,,,Text,1 Page,,"Poster presented at the 75th Annual Meeting of the Society for American Archaeology, St. Louis, MO.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 17:00:41.073572+00:00,2018-06-21 18:47:49.232980+00:00,1,,,15637.0,,"Bergin, Sean M.","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531",,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,Coupled ABM-GIS Modeling of Agro-Pastoral Systems in Eastern Spain,,,"Pastoral systems, Prehistoric|http://id.loc.gov/authorities/subjects/sh93004607",Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407,,,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,"Pastoral systems, Prehistoric|http://id.loc.gov/authorities/subjects/sh93004607||Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407","Bergin, Sean M.","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531||Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048"
19,5,Mediterranean Landscape Dynamics Project,Modeling Complex Ecodynamics in Mediterranean Landscapes,15636,,"Barton, C. Michael (Author)",,2010,,eng,,,Text,59 Pages,,"Invited paper presented at Bio-Diversity of Ancient Societies: Explorations on Nature, Worldviews, and Human Evolution, conference organized by Aichi Prefectural University, Nagoya, Japan. October 6-8, 2010.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-12-17 16:51:53.167540+00:00,2018-06-21 18:47:49.224738+00:00,1,,,15636.0,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,,,,,Modeling Complex Ecodynamics in Mediterranean Landscapes,,,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856,Quantitative research|http://id.loc.gov/authorities/subjects/sh2007000909,Land use|http://id.loc.gov/authorities/subjects/sh85074345,Habitat (Ecology)|http://id.loc.gov/authorities/subjects/sh85058159,Mediterranean Region|http://id.loc.gov/authorities/subjects/sh85083230,Faculty scholarship,,,Human ecology|http://id.loc.gov/authorities/subjects/sh85062856||Quantitative research|http://id.loc.gov/authorities/subjects/sh2007000909||Land use|http://id.loc.gov/authorities/subjects/sh85074345||Habitat (Ecology)|http://id.loc.gov/authorities/subjects/sh85058159,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",
20,5,Mediterranean Landscape Dynamics Project,Human-Environment Interactions in a Changing Environment: A Computational Model of Agropastoral Practices and Landscapes in Neolithic Spain,15567,,"Bergin, Sean M. (Author) || Ullah, Isaac I. T. (Author) || Barton, C. Michael (Author) || Gravel-Miguel, Claudine (Author)",,2012,,eng,,,Text,18 Pages,,"Invited paper presented in the symposium “Socio-natural systems in pastoral and agro-pastoral societies: Archaeological investigations of pastoral landscapes” at the 77th annual meeting of the Society for American Archaeology, Memphis, TN.",http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Public,,2012-11-30 18:48:29.141440+00:00,2018-06-21 18:47:49.215322+00:00,1,,,15567.0,,"Bergin, Sean M.","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531",,"Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048",,Human-Environment Interactions in a Changing Environment: A Computational Model of Agropastoral Practices and Landscapes in Neolithic Spain,,,"Pastoral systems, Prehistoric|http://id.loc.gov/authorities/subjects/sh93004607",Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407,Social ecology|http://id.loc.gov/authorities/subjects/sh92004049,,,Faculty scholarship,,,"Pastoral systems, Prehistoric|http://id.loc.gov/authorities/subjects/sh93004607||Agricultural systems|http://id.loc.gov/authorities/subjects/sh85002407||Social ecology|http://id.loc.gov/authorities/subjects/sh92004049","Bergin, Sean M.","Ullah, Isaac I. T., 1979-|http://id.loc.gov/authorities/names/no2017127531||Barton, C. Michael|http://id.loc.gov/authorities/names/nr89004048"
21,5,Mediterranean Landscape Dynamics Project,Composable Cellular Automata,15566,,"Mayer, G. R. (Author) || Sarjoughian, H. S. (Author)",,2009-07-17,,eng,10.1177/0037549709106341|DOI,,Text,,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Private,,2012-11-30 18:39:14.137162+00:00,2018-06-21 18:47:49.208057+00:00,0,,,,,,,,,,,,,,,,,,,,,,,
22,5,Mediterranean Landscape Dynamics Project,"Land Use, Water, and Mediterranean Landscapes: Modelling Long-Term Dynamics of Complex Socio-Ecological Systems",15565,,"Barton, C. Michael (Author) || Ullah, Isaac I. T. (Author) || Bergin, Sean M. (Author)",,2010-11-28,,eng,10.1098/rsta.2010.0193|DOI,,Text,,,,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nc-nd/4.0,Private,,2012-11-30 18:27:25.384523+00:00,2018-06-21 18:47:49.198809+00:00,0,,,,,,,,,,,,,,,,,,,,,,,
